payment_record_id,loan_id,snapshot_date,days_past_due,delinquent_flag
P0000697,L000452,2024-05-31,180,1
P0000698,L000453,2024-12-23,33,0
P0000699,L000453,2025-01-22,49,0
P0000700,L000453,2025-02-21,69,0
P0000701,L000453,2025-03-23,97,1
P0000702,L000453,2025-04-22,124,1
P0000703,L000453,2025-05-22,140,1
P0000704,L000453,2025-06-21,180,1
P0000705,L000455,2025-09-26,6,0
P0000706,L000456,2022-04-03,3,0
P0000707,L000456,2022-05-03,18,0
P0000708,L000457,2022-12-10,14,0
P0000709,L000457,2023-01-09,0,0
P0000710,L000458,2021-08-19,36,0
P0000711,L000458,2021-09-18,70,0
P0000712,L000458,2021-10-18,104,1
P0000713,L000458,2021-11-17,136,1
P0000714,L000460,2021-11-15,34,0
P0000715,L000460,2021-12-15,56,0
P0000716,L000460,2022-01-14,89,0
P0000717,L000460,2022-02-13,111,1
P0000718,L000460,2022-03-15,155,1
P0000719,L000461,2023-07-27,8,0
P0000720,L000462,2021-09-28,0,0
P0000721,L000463,2025-11-17,0,0
P0000722,L000467,2024-03-31,0,0
P0000723,L000469,2023-06-26,0,0
P0000724,L000470,2022-08-22,0,0
P0000725,L000471,2022-09-18,32,0
P0000726,L000471,2022-10-18,67,0
P0000727,L000471,2022-11-17,88,0
P0000728,L000471,2022-12-17,121,1
P0000729,L000471,2023-01-16,159,1
P0000730,L000471,2023-02-15,180,1
P0000731,L000471,2023-03-17,180,1
P0000732,L000472,2024-04-23,4,0
P0000733,L000472,2024-05-23,0,0
P0000734,L000474,2025-10-16,25,0
P0000735,L000474,2025-11-15,69,0
P0000736,L000474,2025-12-15,88,0
P0000737,L000474,2026-01-14,109,1
P0000738,L000474,2026-02-13,140,1
P0000739,L000474,2026-03-15,180,1
P0000740,L000474,2026-04-14,180,1
P0000741,L000478,2023-01-18,28,0
P0000742,L000478,2023-02-17,66,0
P0000743,L000478,2023-03-19,102,1
P0000744,L000478,2023-04-18,119,1
P0000745,L000485,2022-10-28,0,0
P0000746,L000486,2023-06-01,17,0
P0000747,L000488,2023-04-02,0,0
P0000748,L000488,2023-05-02,15,0
P0000749,L000488,2023-06-01,0,0
P0000750,L000489,2022-04-02,2,0
P0000751,L000491,2021-05-06,0,0
P0000752,L000491,2021-06-05,19,0
P0000753,L000491,2021-07-05,6,0
P0000754,L000492,2023-03-22,1,0
P0000755,L000492,2023-04-21,4,0
P0000756,L000492,2023-05-21,0,0
P0000757,L000494,2021-11-09,12,0
P0000758,L000496,2022-07-05,3,0
P0000759,L000497,2021-03-13,6,0
P0000760,L000497,2021-04-12,14,0
P0000761,L000501,2024-09-21,30,0
P0000762,L000501,2024-10-21,70,0
P0000763,L000501,2024-11-20,89,0
P0000764,L000501,2024-12-20,106,1
P0000765,L000501,2025-01-19,123,1
P0000766,L000501,2025-02-18,142,1
P0000767,L000501,2025-03-20,176,1
P0000768,L000502,2025-07-25,2,0
P0000769,L000503,2023-10-18,0,0
P0000770,L000503,2023-11-17,14,0
P0000771,L000504,2021-10-02,37,0
P0000772,L000504,2021-11-01,67,0
P0000773,L000504,2021-12-01,91,1
P0000774,L000506,2023-06-14,0,0
P0000775,L000506,2023-07-14,14,0
P0000776,L000508,2025-02-11,0,0
P0000777,L000508,2025-03-13,11,0
P0000778,L000509,2023-02-27,15,0
P0000779,L000509,2023-03-29,58,0
P0000780,L000509,2023-04-28,85,0
P0000781,L000509,2023-05-28,110,1
P0000782,L000509,2023-06-27,137,1
P0000783,L000509,2023-07-27,174,1
P0000784,L000510,2022-06-02,0,0
P0000785,L000510,2022-07-02,10,0
P0000786,L000512,2025-02-20,24,0
P0000787,L000512,2025-03-22,40,0
P0000788,L000512,2025-04-21,84,0
P0000789,L000512,2025-05-21,109,1
P0000790,L000513,2024-03-30,36,0
P0000791,L000513,2024-04-29,65,0
P0000792,L000513,2024-05-29,94,1
P0000793,L000513,2024-06-28,127,1
P0000794,L000513,2024-07-28,159,1
P0000795,L000513,2024-08-27,180,1
P0000796,L000513,2024-09-26,180,1
P0000797,L000513,2024-10-26,180,1
P0000798,L000514,2024-04-05,19,0
P0000799,L000515,2023-12-11,16,0
P0000800,L000515,2024-01-10,36,0
P0000801,L000515,2024-02-09,70,0
P0000802,L000515,2024-03-10,100,1
P0000803,L000515,2024-04-09,123,1
P0000804,L000515,2024-05-09,160,1
P0000805,L000515,2024-06-08,180,1
P0000806,L000517,2022-10-15,2,0
P0000807,L000518,2024-04-17,0,0
P0000808,L000521,2024-11-18,27,0
P0000809,L000521,2024-12-18,69,0
P0000810,L000521,2025-01-17,98,1
P0000811,L000521,2025-02-16,139,1
P0000812,L000521,2025-03-18,158,1
P0000813,L000521,2025-04-17,180,1
P0000814,L000521,2025-05-17,180,1
P0000815,L000521,2025-06-16,180,1
P0000816,L000522,2024-12-25,27,0
P0000817,L000522,2025-01-24,57,0
P0000818,L000522,2025-02-23,92,1
P0000819,L000522,2025-03-25,116,1
P0000820,L000522,2025-04-24,141,1
P0000821,L000522,2025-05-24,165,1
P0000822,L000523,2022-03-15,3,0
P0000823,L000523,2022-04-14,14,0
P0000824,L000524,2025-09-17,17,0
P0000825,L000524,2025-10-17,47,0
P0000826,L000524,2025-11-16,81,0
P0000827,L000524,2025-12-16,113,1
P0000828,L000524,2026-01-15,153,1
P0000829,L000524,2026-02-14,180,1
P0000830,L000524,2026-03-16,180,1
P0000831,L000525,2022-03-10,0,0
P0000832,L000526,2022-06-06,16,0
P0000833,L000526,2022-07-06,41,0
P0000834,L000526,2022-08-05,74,0
P0000835,L000526,2022-09-04,118,1
P0000836,L000526,2022-10-04,140,1
P0000837,L000526,2022-11-03,176,1
P0000838,L000526,2022-12-03,180,1
P0000839,L000526,2023-01-02,180,1
P0000840,L000527,2022-04-16,0,0
P0000841,L000527,2022-05-16,13,0
P0000842,L000527,2022-06-15,0,0
P0000843,L000529,2024-07-18,0,0
P0000844,L000532,2025-11-02,0,0
P0000845,L000532,2025-12-02,16,0
P0000846,L000532,2026-01-01,6,0
P0000847,L000533,2025-02-11,1,0
P0000848,L000537,2025-07-02,17,0
P0000849,L000537,2025-08-01,15,0
P0000850,L000538,2021-11-14,0,0
P0000851,L000540,2022-10-15,44,0
P0000852,L000540,2022-11-14,81,0
P0000853,L000540,2022-12-14,120,1
P0000854,L000540,2023-01-13,138,1
P0000855,L000540,2023-02-12,170,1
P0000856,L000540,2023-03-14,180,1
P0000857,L000540,2023-04-13,180,1
P0000858,L000540,2023-05-13,180,1
P0000859,L000541,2023-08-18,19,0
P0000860,L000544,2022-03-13,10,0
P0000861,L000544,2022-04-12,17,0
P0000862,L000544,2022-05-12,3,0
P0000863,L000548,2021-10-22,10,0
P0000864,L000548,2021-11-21,2,0
P0000865,L000548,2021-12-21,0,0
P0000866,L000549,2023-04-10,0,0
P0000867,L000549,2023-05-10,0,0
P0000868,L000549,2023-06-09,17,0
P0000869,L000551,2024-07-03,0,0
P0000870,L000551,2024-08-02,0,0
P0000871,L000551,2024-09-01,0,0
P0000872,L000552,2021-06-20,37,0
P0000873,L000552,2021-07-20,76,0
P0000874,L000552,2021-08-19,108,1
P0000875,L000552,2021-09-18,135,1
P0000876,L000552,2021-10-18,158,1
P0000877,L000553,2025-02-13,0,0
P0000878,L000555,2022-05-24,7,0
P0000879,L000557,2022-11-22,0,0
P0000880,L000563,2025-02-18,39,0
P0000881,L000563,2025-03-20,60,0
P0000882,L000563,2025-04-19,90,1
P0000883,L000565,2025-09-01,8,0
P0000884,L000565,2025-10-01,2,0
P0000885,L000566,2021-03-29,5,0
P0000886,L000567,2024-06-25,16,0
P0000887,L000567,2024-07-25,44,0
P0000888,L000567,2024-08-24,61,0
P0000889,L000567,2024-09-23,84,0
P0000890,L000569,2024-01-10,0,0
P0000891,L000570,2024-03-09,15,0
P0000892,L000570,2024-04-08,34,0
P0000893,L000570,2024-05-08,69,0
P0000894,L000570,2024-06-07,87,0
P0000895,L000570,2024-07-07,109,1
P0000896,L000571,2024-03-17,0,0
P0000897,L000573,2025-08-07,14,0
P0000898,L000576,2025-10-23,0,0
P0000899,L000576,2025-11-22,18,0
P0000900,L000576,2025-12-22,0,0
P0000901,L000578,2021-03-23,22,0
P0000902,L000578,2021-04-22,64,0
P0000903,L000578,2021-05-22,98,1
P0000904,L000578,2021-06-21,124,1
P0000905,L000578,2021-07-21,153,1
P0000906,L000579,2023-06-22,8,0
P0000907,L000585,2024-03-29,0,0
P0000908,L000586,2022-10-07,10,0
P0000909,L000586,2022-11-06,19,0
P0000910,L000587,2023-10-07,21,0
P0000911,L000587,2023-11-06,57,0
P0000912,L000587,2023-12-06,90,1
P0000913,L000587,2024-01-05,120,1
P0000914,L000587,2024-02-04,135,1
P0000915,L000587,2024-03-05,175,1
P0000916,L000587,2024-04-04,180,1
P0000917,L000587,2024-05-04,180,1
P0000918,L000592,2023-01-19,0,0
P0000919,L000592,2023-02-18,2,0
P0000920,L000593,2022-04-17,39,0
P0000921,L000593,2022-05-17,64,0
P0000922,L000593,2022-06-16,86,0
P0000923,L000593,2022-07-16,102,1
P0000924,L000593,2022-08-15,117,1
P0000925,L000593,2022-09-14,146,1
P0000926,L000593,2022-10-14,168,1
P0000927,L000594,2024-10-29,0,0
P0000928,L000594,2024-11-28,16,0
P0000929,L000595,2023-09-30,44,0
P0000930,L000595,2023-10-30,84,0
P0000931,L000595,2023-11-29,121,1
P0000932,L000595,2023-12-29,146,1
P0000933,L000595,2024-01-28,180,1
P0000934,L000595,2024-02-27,180,1
P0000935,L000597,2023-08-24,36,0
P0000936,L000597,2023-09-23,68,0
P0000937,L000597,2023-10-23,96,1
P0000938,L000597,2023-11-22,126,1
P0000939,L000597,2023-12-22,168,1
P0000940,L000597,2024-01-21,180,1
P0000941,L000597,2024-02-20,180,1
P0000942,L000597,2024-03-21,180,1
P0000943,L000600,2021-08-04,6,0
P0000944,L000603,2023-07-25,16,0
P0000945,L000603,2023-08-24,37,0
P0000946,L000603,2023-09-23,80,0
P0000947,L000603,2023-10-23,110,1
P0000948,L000603,2023-11-22,151,1
P0000949,L000604,2023-03-30,0,0
P0000950,L000605,2025-09-13,8,0
P0000951,L000605,2025-10-13,18,0
P0000952,L000607,2024-11-12,12,0
P0000953,L000608,2025-09-25,0,0
P0000954,L000611,2026-01-08,8,0
P0000955,L000611,2026-02-07,0,0
P0000956,L000612,2025-04-05,31,0
P0000957,L000612,2025-05-05,63,0
P0000958,L000612,2025-06-04,91,1
P0000959,L000612,2025-07-04,106,1
P0000960,L000612,2025-08-03,136,1
P0000961,L000613,2023-09-27,0,0
P0000962,L000613,2023-10-27,14,0
P0000963,L000616,2024-08-16,22,0
P0000964,L000616,2024-09-15,63,0
P0000965,L000616,2024-10-15,95,1
P0000966,L000616,2024-11-14,131,1
P0000967,L000616,2024-12-14,163,1
P0000968,L000616,2025-01-13,180,1
P0000969,L000616,2025-02-12,180,1
P0000970,L000616,2025-03-14,180,1
P0000971,L000617,2025-10-04,18,0
P0000972,L000618,2025-01-02,10,0
P0000973,L000621,2023-10-02,0,0
P0000974,L000626,2025-01-11,16,0
P0000975,L000626,2025-02-10,0,0
P0000976,L000626,2025-03-12,0,0
P0000977,L000628,2025-11-05,5,0
P0000978,L000633,2024-01-05,0,0
P0000979,L000633,2024-02-04,0,0
P0000980,L000633,2024-03-05,0,0
P0000981,L000636,2021-05-09,9,0
P0000982,L000636,2021-06-08,0,0
P0000983,L000637,2022-10-29,0,0
P0000984,L000639,2022-10-25,29,0
P0000985,L000639,2022-11-24,49,0
P0000986,L000639,2022-12-24,78,0
P0000987,L000639,2023-01-23,117,1
P0000988,L000639,2023-02-22,144,1
P0000989,L000639,2023-03-24,174,1
P0000990,L000639,2023-04-23,180,1
P0000991,L000639,2023-05-23,180,1
P0000992,L000640,2023-06-07,0,0
P0000993,L000641,2021-10-29,28,0
P0000994,L000641,2021-11-28,54,0
P0000995,L000641,2021-12-28,74,0
P0000996,L000641,2022-01-27,109,1
P0000997,L000641,2022-02-26,151,1
P0000998,L000641,2022-03-28,180,1
P0000999,L000641,2022-04-27,180,1
P0001000,L000642,2025-11-06,16,0
P0001001,L000645,2024-07-08,6,0
P0001002,L000646,2024-07-10,10,0
P0001003,L000648,2023-02-19,35,0
P0001004,L000648,2023-03-21,58,0
P0001005,L000648,2023-04-20,85,0
P0001006,L000648,2023-05-20,121,1
P0001007,L000648,2023-06-19,144,1
P0001008,L000649,2024-05-13,4,0
P0001009,L000650,2024-05-18,15,0
P0001010,L000650,2024-06-17,31,0
P0001011,L000650,2024-07-17,65,0
P0001012,L000651,2024-06-02,5,0
P0001013,L000651,2024-07-02,12,0
P0001014,L000654,2021-09-30,44,0
P0001015,L000654,2021-10-30,77,0
P0001016,L000654,2021-11-29,97,1
P0001017,L000654,2021-12-29,131,1
P0001018,L000654,2022-01-28,166,1
P0001019,L000654,2022-02-27,180,1
P0001020,L000654,2022-03-29,180,1
P0001021,L000655,2025-01-16,9,0
P0001022,L000656,2022-12-12,15,0
P0001023,L000657,2024-09-26,21,0
P0001024,L000657,2024-10-26,45,0
P0001025,L000657,2024-11-25,72,0
P0001026,L000660,2022-09-30,37,0
P0001027,L000660,2022-10-30,67,0
P0001028,L000660,2022-11-29,93,1
P0001029,L000660,2022-12-29,117,1
P0001030,L000660,2023-01-28,136,1
P0001031,L000660,2023-02-27,179,1
P0001032,L000660,2023-03-29,180,1
P0001033,L000660,2023-04-28,180,1
P0001034,L000661,2023-01-09,2,0
P0001035,L000662,2021-07-02,0,0
P0001036,L000662,2021-08-01,0,0
P0001037,L000662,2021-08-31,1,0
P0001038,L000664,2026-01-07,0,0
P0001039,L000664,2026-02-06,18,0
P0001040,L000665,2023-08-17,0,0
P0001041,L000667,2022-09-24,8,0
P0001042,L000669,2024-07-08,0,0
P0001043,L000670,2024-01-05,4,0
P0001044,L000672,2024-08-20,0,0
P0001045,L000674,2023-07-01,36,0
P0001046,L000674,2023-07-31,56,0
P0001047,L000674,2023-08-30,98,1
P0001048,L000674,2023-09-29,118,1
P0001049,L000674,2023-10-29,134,1
P0001050,L000674,2023-11-28,150,1
P0001051,L000674,2023-12-28,180,1
P0001052,L000675,2025-05-19,40,0
P0001053,L000675,2025-06-18,70,0
P0001054,L000675,2025-07-18,86,0
P0001055,L000675,2025-08-17,118,1
P0001056,L000676,2023-09-09,8,0
P0001057,L000676,2023-10-09,0,0
P0001058,L000677,2025-01-11,39,0
P0001059,L000677,2025-02-10,63,0
P0001060,L000677,2025-03-12,94,1
P0001061,L000677,2025-04-11,134,1
P0001062,L000677,2025-05-11,165,1
P0001063,L000677,2025-06-10,180,1
P0001064,L000677,2025-07-10,180,1
P0001065,L000677,2025-08-09,180,1
P0001066,L000678,2021-06-03,41,0
P0001067,L000678,2021-07-03,62,0
P0001068,L000678,2021-08-02,90,1
P0001069,L000678,2021-09-01,113,1
P0001070,L000678,2021-10-01,150,1
P0001071,L000678,2021-10-31,180,1
P0001072,L000678,2021-11-30,180,1
P0001073,L000678,2021-12-30,180,1
P0001074,L000681,2021-08-29,7,0
P0001075,L000682,2022-06-04,0,0
P0001076,L000684,2025-07-23,17,0
P0001077,L000684,2025-08-22,0,0
P0001078,L000686,2024-07-24,0,0
P0001079,L000686,2024-08-23,9,0
P0001080,L000686,2024-09-22,0,0
P0001081,L000687,2021-08-06,18,0
P0001082,L000687,2021-09-05,37,0
P0001083,L000687,2021-10-05,65,0
P0001084,L000687,2021-11-04,106,1
P0001085,L000687,2021-12-04,142,1
P0001086,L000689,2025-02-13,0,0
P0001087,L000691,2025-01-02,15,0
P0001088,L000691,2025-02-01,34,0
P0001089,L000691,2025-03-03,58,0
P0001090,L000691,2025-04-02,98,1
P0001091,L000691,2025-05-02,126,1
P0001092,L000695,2021-09-04,14,0
P0001093,L000699,2022-02-24,1,0
P0001094,L000699,2022-03-26,0,0
P0001095,L000703,2025-08-13,0,0
P0001096,L000704,2026-01-11,15,0
P0001097,L000704,2026-02-10,0,0
P0001098,L000704,2026-03-12,0,0
P0001099,L000705,2021-08-02,15,0
P0001100,L000707,2024-11-10,2,0
P0001101,L000707,2024-12-10,16,0
P0001102,L000709,2026-01-04,19,0
P0001103,L000709,2026-02-03,0,0
P0001104,L000709,2026-03-05,11,0
P0001105,L000710,2026-01-02,12,0
P0001106,L000710,2026-02-01,7,0
P0001107,L000711,2023-12-15,39,0
P0001108,L000711,2024-01-14,62,0
P0001109,L000711,2024-02-13,81,0
P0001110,L000711,2024-03-14,123,1
P0001111,L000711,2024-04-13,139,1
P0001112,L000711,2024-05-13,170,1
P0001113,L000711,2024-06-12,180,1
P0001114,L000715,2022-10-08,10,0
P0001115,L000715,2022-11-07,12,0
P0001116,L000715,2022-12-07,0,0
P0001117,L000716,2024-06-05,42,0
P0001118,L000716,2024-07-05,69,0
P0001119,L000716,2024-08-04,106,1
P0001120,L000716,2024-09-03,143,1
P0001121,L000717,2022-02-08,0,0
P0001122,L000717,2022-03-10,6,0
P0001123,L000717,2022-04-09,6,0
P0001124,L000721,2025-01-26,2,0
P0001125,L000726,2023-05-22,37,0
P0001126,L000726,2023-06-21,57,0
P0001127,L000726,2023-07-21,101,1
P0001128,L000726,2023-08-20,143,1
P0001129,L000726,2023-09-19,168,1
P0001130,L000727,2022-02-17,30,0
P0001131,L000727,2022-03-19,54,0
P0001132,L000727,2022-04-18,94,1
P0001133,L000727,2022-05-18,135,1
P0001134,L000727,2022-06-17,158,1
P0001135,L000727,2022-07-17,178,1
P0001136,L000727,2022-08-16,180,1
P0001137,L000728,2025-12-10,40,0
P0001138,L000728,2026-01-09,59,0
P0001139,L000728,2026-02-08,77,0
P0001140,L000728,2026-03-10,117,1
P0001141,L000729,2024-11-08,23,0
P0001142,L000729,2024-12-08,49,0
P0001143,L000729,2025-01-07,86,0
P0001144,L000729,2025-02-06,101,1
P0001145,L000729,2025-03-08,122,1
P0001146,L000729,2025-04-07,144,1
P0001147,L000730,2023-02-16,10,0
P0001148,L000731,2023-04-25,5,0
P0001149,L000731,2023-05-25,0,0
P0001150,L000732,2022-04-02,0,0
P0001151,L000732,2022-05-02,6,0
P0001152,L000732,2022-06-01,10,0
P0001153,L000733,2023-07-11,3,0
P0001154,L000733,2023-08-10,0,0
P0001155,L000734,2025-12-14,16,0
P0001156,L000734,2026-01-13,0,0
P0001157,L000735,2024-03-22,8,0
P0001158,L000741,2024-12-08,9,0
P0001159,L000745,2024-06-12,18,0
P0001160,L000745,2024-07-12,2,0
P0001161,L000747,2025-10-26,6,0
P0001162,L000751,2023-05-29,36,0
P0001163,L000751,2023-06-28,67,0
P0001164,L000751,2023-07-28,104,1
P0001165,L000751,2023-08-27,140,1
P0001166,L000752,2022-05-05,8,0
P0001167,L000752,2022-06-04,0,0
P0001168,L000752,2022-07-04,0,0
P0001169,L000754,2023-10-24,12,0
P0001170,L000756,2022-05-13,0,0
P0001171,L000761,2024-03-23,43,0
P0001172,L000761,2024-04-22,65,0
P0001173,L000761,2024-05-22,92,1
P0001174,L000761,2024-06-21,119,1
P0001175,L000763,2024-01-23,31,0
P0001176,L000763,2024-02-22,46,0
P0001177,L000763,2024-03-23,83,0
P0001178,L000763,2024-04-22,120,1
P0001179,L000763,2024-05-22,150,1
P0001180,L000763,2024-06-21,180,1
P0001181,L000763,2024-07-21,180,1
P0001182,L000765,2023-07-08,0,0
P0001183,L000765,2023-08-07,13,0
P0001184,L000766,2023-10-17,3,0
P0001185,L000770,2023-05-03,38,0
P0001186,L000770,2023-06-02,72,0
P0001187,L000770,2023-07-02,96,1
P0001188,L000770,2023-08-01,116,1
P0001189,L000770,2023-08-31,154,1
P0001190,L000770,2023-09-30,172,1
P0001191,L000770,2023-10-30,180,1
P0001192,L000771,2022-10-14,0,0
P0001193,L000772,2021-09-26,0,0
P0001194,L000772,2021-10-26,17,0
P0001195,L000772,2021-11-25,8,0
P0001196,L000774,2022-04-18,1,0
P0001197,L000776,2024-12-27,43,0
P0001198,L000776,2025-01-26,66,0
P0001199,L000776,2025-02-25,92,1
P0001200,L000776,2025-03-27,118,1
P0001201,L000776,2025-04-26,160,1
P0001202,L000776,2025-05-26,180,1
P0001203,L000776,2025-06-25,180,1
P0001204,L000777,2021-10-25,40,0
P0001205,L000777,2021-11-24,83,0
P0001206,L000777,2021-12-24,111,1
P0001207,L000779,2022-06-11,0,0
P0001208,L000779,2022-07-11,0,0
P0001209,L000779,2022-08-10,0,0
P0001210,L000780,2025-11-26,24,0
P0001211,L000780,2025-12-26,55,0
P0001212,L000780,2026-01-25,96,1
P0001213,L000780,2026-02-24,135,1
P0001214,L000780,2026-03-26,163,1
P0001215,L000780,2026-04-25,180,1
P0001216,L000780,2026-05-25,180,1
P0001217,L000781,2026-01-20,9,0
P0001218,L000782,2023-07-18,0,0
P0001219,L000782,2023-08-17,0,0
P0001220,L000784,2025-02-11,42,0
P0001221,L000784,2025-03-13,85,0
P0001222,L000784,2025-04-12,122,1
P0001223,L000784,2025-05-12,155,1
P0001224,L000784,2025-06-11,180,1
P0001225,L000784,2025-07-11,180,1
P0001226,L000784,2025-08-10,180,1
P0001227,L000784,2025-09-09,180,1
P0001228,L000785,2025-08-08,11,0
P0001229,L000786,2023-12-05,0,0
P0001230,L000787,2023-12-24,42,0
P0001231,L000787,2024-01-23,82,0
P0001232,L000787,2024-02-22,119,1
P0001233,L000787,2024-03-23,147,1
P0001234,L000790,2022-06-30,0,0
P0001235,L000792,2025-11-11,33,0
P0001236,L000792,2025-12-11,66,0
P0001237,L000792,2026-01-10,96,1
P0001238,L000792,2026-02-09,138,1
P0001239,L000792,2026-03-11,162,1
P0001240,L000793,2021-03-24,0,0
P0001241,L000794,2022-06-28,0,0
P0001242,L000795,2022-03-02,11,0
P0001243,L000796,2022-08-15,0,0
P0001244,L000798,2025-11-29,10,0
P0001245,L000798,2025-12-29,11,0
P0001246,L000799,2025-11-09,0,0
P0001247,L000802,2024-05-14,38,0
P0001248,L000802,2024-06-13,64,0
P0001249,L000802,2024-07-13,82,0
P0001250,L000802,2024-08-12,104,1
P0001251,L000802,2024-09-11,134,1
P0001252,L000802,2024-10-11,154,1
P0001253,L000803,2021-11-30,0,0
P0001254,L000807,2024-12-06,17,0
P0001255,L000807,2025-01-05,36,0
P0001256,L000807,2025-02-04,55,0
P0001257,L000807,2025-03-06,91,1
P0001258,L000807,2025-04-05,123,1
P0001259,L000807,2025-05-05,157,1
P0001260,L000807,2025-06-04,180,1
P0001261,L000810,2022-08-23,4,0
P0001262,L000810,2022-09-22,0,0
P0001263,L000810,2022-10-22,0,0
P0001264,L000811,2022-01-27,6,0
P0001265,L000812,2025-12-30,19,0
P0001266,L000812,2026-01-29,1,0
P0001267,L000814,2025-12-03,5,0
P0001268,L000818,2022-11-29,2,0
P0001269,L000818,2022-12-29,0,0
P0001270,L000821,2024-04-06,5,0
P0001271,L000822,2023-06-13,8,0
P0001272,L000822,2023-07-13,4,0
P0001273,L000823,2022-12-02,9,0
P0001274,L000825,2024-03-04,16,0
P0001275,L000825,2024-04-03,50,0
P0001276,L000825,2024-05-03,71,0
P0001277,L000825,2024-06-02,106,1
P0001278,L000825,2024-07-02,130,1
P0001279,L000825,2024-08-01,146,1
P0001280,L000826,2025-06-06,11,0
P0001281,L000826,2025-07-06,8,0
P0001282,L000826,2025-08-05,14,0
P0001283,L000827,2025-03-25,18,0
P0001284,L000832,2025-08-12,12,0
P0001285,L000833,2021-08-12,0,0
P0001286,L000835,2024-08-12,0,0
P0001287,L000836,2024-07-19,5,0
P0001288,L000837,2022-06-27,10,0
P0001289,L000838,2022-03-17,7,0
P0001290,L000841,2023-03-28,4,0
P0001291,L000841,2023-04-27,12,0
P0001292,L000843,2024-10-14,13,0
P0001293,L000843,2024-11-13,5,0
P0001294,L000843,2024-12-13,16,0
P0001295,L000844,2025-07-04,0,0
P0001296,L000844,2025-08-03,3,0
P0001297,L000844,2025-09-02,0,0
P0001298,L000846,2024-05-12,20,0
P0001299,L000846,2024-06-11,36,0
P0001300,L000846,2024-07-11,54,0
P0001301,L000846,2024-08-10,69,0
P0001302,L000846,2024-09-09,110,1
P0001303,L000846,2024-10-09,150,1
P0001304,L000847,2025-10-08,39,0
P0001305,L000847,2025-11-07,66,0
P0001306,L000847,2025-12-07,99,1
P0001307,L000847,2026-01-06,139,1
P0001308,L000849,2024-08-03,0,0
P0001309,L000849,2024-09-02,11,0
P0001310,L000851,2024-05-29,13,0
P0001311,L000851,2024-06-28,10,0
P0001312,L000852,2025-11-15,34,0
P0001313,L000852,2025-12-15,51,0
P0001314,L000852,2026-01-14,87,0
P0001315,L000853,2023-04-07,11,0
P0001316,L000854,2025-08-17,24,0
P0001317,L000854,2025-09-16,48,0
P0001318,L000854,2025-10-16,69,0
P0001319,L000854,2025-11-15,107,1
P0001320,L000854,2025-12-15,146,1
P0001321,L000854,2026-01-14,180,1
P0001322,L000854,2026-02-13,180,1
P0001323,L000854,2026-03-15,180,1
P0001324,L000855,2021-08-10,12,0
P0001325,L000855,2021-09-09,7,0
P0001326,L000857,2021-12-14,41,0
P0001327,L000857,2022-01-13,83,0
P0001328,L000857,2022-02-12,104,1
P0001329,L000857,2022-03-14,127,1
P0001330,L000857,2022-04-13,145,1
P0001331,L000857,2022-05-13,166,1
P0001332,L000857,2022-06-12,180,1
P0001333,L000862,2023-07-01,11,0
P0001334,L000865,2021-04-15,3,0
P0001335,L000867,2023-04-23,32,0
P0001336,L000867,2023-05-23,51,0
P0001337,L000867,2023-06-22,78,0
P0001338,L000870,2023-05-05,0,0
P0001339,L000870,2023-06-04,0,0
P0001340,L000871,2021-09-26,32,0
P0001341,L000871,2021-10-26,52,0
P0001342,L000871,2021-11-25,67,0
P0001343,L000871,2021-12-25,88,0
P0001344,L000872,2023-05-15,7,0
P0001345,L000873,2025-07-19,0,0
P0001346,L000878,2022-10-17,29,0
P0001347,L000878,2022-11-16,73,0
P0001348,L000878,2022-12-16,103,1
P0001349,L000878,2023-01-15,121,1
P0001350,L000878,2023-02-14,149,1
P0001351,L000878,2023-03-16,180,1
P0001352,L000882,2022-10-01,0,0
P0001353,L000882,2022-10-31,6,0
P0001354,L000883,2023-04-04,23,0
P0001355,L000883,2023-05-04,38,0
P0001356,L000883,2023-06-03,57,0
P0001357,L000883,2023-07-03,100,1
P0001358,L000883,2023-08-02,132,1
P0001359,L000883,2023-09-01,156,1
P0001360,L000883,2023-10-01,172,1
P0001361,L000883,2023-10-31,180,1
P0001362,L000885,2021-11-22,0,0
