loan_id,borrower_id,loan_amount,term_months,interest_rate,benchmark_rate,purpose,origination_date,status,default_flag,interest_spread
L000328,B000776,689800,60,11.92,4.64,Personal,2021-08-23,Closed,0,7.28
L000329,B014754,912900,36,17.08,6.92,Personal,2025-01-18,Active,0,10.16
L000330,B000026,91100,36,8.17,7.07,Auto,2023-05-29,Default,1,1.1
L000331,B003376,247400,48,12.81,6.8,Auto,2025-12-29,Active,0,6.01
L000332,B012011,1331400,60,12.69,7.04,Home Improvement,2024-01-05,Active,0,5.65
L000333,B012225,124600,48,17.81,5.08,Business,2021-11-11,Default,1,12.73
L000334,B016114,1204800,60,6.0,7.26,Auto,2025-08-08,Closed,0,-1.26
L000335,B000783,276800,24,9.27,7.31,Medical,2024-04-25,Closed,0,1.96
L000336,B013238,116700,24,15.11,5.5,Home Improvement,2022-05-17,Closed,0,9.61
L000337,B010659,333200,60,19.38,7.1,Personal,2024-11-05,Closed,0,12.28
L000338,B016750,183900,12,13.33,5.62,Personal,2022-06-05,Closed,0,7.71
L000339,B001203,384500,48,13.19,7.08,Business,2023-08-30,Active,0,6.11
L000340,B004817,185800,12,8.74,6.83,Business,2023-07-23,Closed,0,1.91
L000341,B000789,729300,48,17.24,7.05,Home Improvement,2025-01-06,Default,1,10.19
L000342,B005772,655400,36,7.5,7.27,Debt Consolidation,2023-09-19,Active,0,0.23
L000343,B016127,611400,36,8.15,6.83,Auto,2023-07-29,Active,0,1.32
L000344,B001297,91600,24,14.97,7.14,Personal,2025-03-12,Default,1,7.83
L000345,B005241,73200,36,6.47,7.09,Home Improvement,2023-12-02,Active,0,-0.62
L000346,B000199,242400,48,13.43,7.2,Debt Consolidation,2024-04-17,Active,0,6.23
L000347,B016971,639800,60,12.67,4.75,Education,2021-08-05,Default,1,7.92
L000348,B015649,402100,12,14.34,7.03,Medical,2024-08-27,Active,0,7.31
L000349,B001422,315600,24,17.99,7.13,Home Improvement,2024-03-05,Default,1,10.86
L000350,B000795,86200,24,21.34,4.38,Home Improvement,2021-01-22,Default,1,16.96
L000351,B012534,187800,12,18.72,4.81,Business,2021-09-04,Active,0,13.91
L000352,B012357,1310300,60,6.0,7.06,Education,2025-11-29,Active,0,-1.06
L000353,B003981,95000,48,15.3,6.44,Medical,2022-12-31,Active,0,8.86
L000354,B014844,273700,60,9.79,6.82,Business,2024-12-31,Active,0,2.97
L000355,B004041,159200,12,6.55,3.98,Education,2021-01-29,Active,0,2.57
L000356,B015060,73100,36,11.47,6.85,Personal,2025-07-05,Active,0,4.62
L000357,B000907,353700,24,17.44,6.77,Medical,2023-03-28,Active,0,10.67
L000358,B001845,43100,36,13.01,5.41,Home Improvement,2022-03-16,Default,1,7.6
L000359,B008963,210600,24,10.54,6.96,Home Improvement,2023-07-24,Active,0,3.58
L000360,B009294,76800,48,11.87,7.08,Debt Consolidation,2023-08-06,Closed,0,4.79
L000361,B009349,183400,36,10.47,6.87,Auto,2024-02-08,Closed,0,3.6
L000362,B017378,827700,48,10.15,6.25,Personal,2022-11-23,Active,0,3.9
L000363,B006247,1968500,60,13.34,7.13,Personal,2025-04-21,Closed,0,6.21
L000364,B003827,193500,36,19.21,7.02,Debt Consolidation,2023-07-08,Closed,0,12.19
L000365,B010734,1459300,24,21.25,7.13,Debt Consolidation,2024-01-03,Active,0,14.12
L000366,B000340,584000,24,15.23,4.04,Debt Consolidation,2021-04-03,Closed,0,11.19
L000367,B014934,26900,36,11.94,7.03,Home Improvement,2023-10-27,Active,0,4.91
L000368,B013411,405100,36,10.98,7.01,Debt Consolidation,2025-05-01,Active,0,3.97
L000369,B014945,381200,36,10.34,6.83,Home Improvement,2023-04-22,Active,0,3.51
L000370,B009824,88800,36,14.12,4.94,Auto,2021-12-13,Default,1,9.18
L000371,B009327,100200,48,9.33,6.68,Medical,2023-04-21,Closed,0,2.65
L000372,B011627,241100,60,8.69,4.32,Auto,2021-06-02,Closed,0,4.37
L000373,B011214,96000,12,16.07,6.93,Personal,2025-05-09,Default,1,9.14
L000374,B015988,160300,60,15.18,7.3,Education,2025-10-11,Active,0,7.88
L000375,B001715,228000,60,9.42,4.68,Education,2021-08-09,Active,0,4.74
L000376,B009372,135700,24,16.93,6.85,Personal,2023-10-28,Default,1,10.08
L000377,B000545,82400,12,14.45,5.86,Business,2022-09-20,Active,0,8.59
L000378,B012479,1316400,36,17.51,6.67,Debt Consolidation,2023-04-30,Closed,0,10.84
L000379,B012553,149900,24,12.42,6.97,Personal,2023-07-23,Active,0,5.45
L000380,B008124,163600,12,6.9,7.1,Debt Consolidation,2025-10-25,Closed,0,-0.2
L000381,B009764,173000,36,8.65,7.07,Personal,2024-01-26,Active,0,1.58
L000382,B002053,228200,48,17.08,6.5,Business,2022-12-30,Default,1,10.58
L000383,B014421,786400,36,7.65,7.03,Education,2023-05-22,Active,0,0.62
L000384,B004475,497500,12,8.42,7.11,Education,2025-10-02,Active,0,1.31
L000385,B002096,141200,36,9.89,7.13,Personal,2024-07-26,Closed,0,2.76
L000386,B007495,530000,36,12.45,7.39,Debt Consolidation,2024-06-01,Active,0,5.06
L000387,B006770,169700,36,19.43,7.08,Home Improvement,2025-12-09,Closed,0,12.35
L000388,B011757,1262900,60,18.83,7.01,Auto,2025-01-11,Active,0,11.82
L000389,B009439,393000,36,10.83,7.0,Debt Consolidation,2025-04-03,Active,0,3.83
L000390,B010142,666700,36,9.62,4.47,Home Improvement,2021-06-11,Default,1,5.15
L000391,B013243,559700,12,12.03,6.87,Debt Consolidation,2025-05-16,Active,0,5.16
L000392,B008541,285800,36,22.05,6.33,Auto,2023-02-17,Closed,0,15.72
L000393,B001330,64800,12,8.85,4.74,Auto,2021-04-14,Closed,0,4.11
L000394,B014096,65000,24,7.29,6.89,Auto,2025-07-01,Active,0,0.4
L000395,B000069,122600,12,26.15,6.14,Medical,2022-09-08,Default,1,20.01
L000396,B001541,673600,36,16.96,5.31,Debt Consolidation,2022-01-30,Closed,0,11.65
L000397,B009336,596800,12,9.15,6.99,Home Improvement,2024-10-31,Closed,0,2.16
L000398,B003435,144500,48,12.77,6.71,Business,2023-03-22,Active,0,6.06
L000399,B015989,122000,24,13.37,7.02,Business,2024-01-23,Default,1,6.35
L000400,B017449,530400,24,17.9,4.23,Debt Consolidation,2021-06-09,Active,0,13.67
L000401,B013337,127000,60,16.02,5.1,Medical,2021-11-23,Closed,0,10.92
L000402,B010308,57300,36,23.23,7.11,Business,2025-11-06,Closed,0,16.12
L000403,B016970,282600,48,9.24,4.17,Business,2021-01-22,Closed,0,5.07
L000404,B011488,642600,36,6.88,6.54,Business,2023-03-27,Closed,0,0.34
L000405,B013564,140800,48,14.34,6.32,Home Improvement,2022-11-09,Active,0,8.02
L000406,B017566,118600,24,27.87,6.87,Personal,2023-07-07,Closed,0,21.0
L000407,B015312,393700,36,12.45,6.56,Business,2023-10-12,Active,0,5.89
L000408,B015072,641800,36,7.8,6.73,Education,2025-09-08,Active,0,1.07
L000409,B016279,206900,24,15.7,4.49,Home Improvement,2021-08-15,Closed,0,11.21
L000410,B017705,836900,60,20.13,7.24,Debt Consolidation,2024-07-22,Active,0,12.89
L000411,B017057,293400,36,12.42,7.02,Business,2024-06-12,Closed,0,5.4
L000412,B005731,216400,12,10.6,6.74,Home Improvement,2025-07-26,Closed,0,3.86
L000413,B003198,55800,24,15.06,6.99,Business,2023-05-23,Default,1,8.07
L000414,B002846,498900,36,17.84,4.63,Debt Consolidation,2021-05-30,Closed,0,13.21
L000415,B014536,131700,48,21.72,7.1,Home Improvement,2025-07-05,Closed,0,14.62
L000416,B006233,509200,24,17.98,7.01,Auto,2025-06-06,Active,0,10.97
L000417,B013925,329700,36,22.5,4.38,Education,2021-04-09,Closed,0,18.12
L000418,B007860,619600,36,16.36,5.72,Medical,2022-07-18,Active,0,10.64
L000419,B010306,422600,24,15.12,7.08,Business,2024-08-11,Closed,0,8.04
L000420,B014079,201100,36,9.89,6.47,Home Improvement,2023-01-19,Active,0,3.42
L000421,B001927,217000,24,16.68,6.71,Auto,2024-03-25,Active,0,9.97
L000422,B007691,101700,60,24.28,6.91,Home Improvement,2024-05-16,Default,1,17.37
L000423,B015431,401800,60,13.49,5.52,Education,2022-04-09,Closed,0,7.97
L000424,B013843,172100,36,16.4,6.76,Medical,2024-04-20,Active,0,9.64
L000425,B017950,622500,12,17.02,4.87,Auto,2021-10-09,Active,0,12.15
L000426,B000393,296100,12,20.05,5.33,Auto,2022-03-23,Closed,0,14.72
L000427,B001335,868000,24,10.9,6.73,Home Improvement,2025-05-24,Active,0,4.17
L000428,B006968,31900,24,16.11,7.17,Home Improvement,2024-11-22,Active,0,8.94
L000429,B009741,124200,48,14.41,6.27,Debt Consolidation,2022-11-05,Closed,0,8.14
L000430,B010542,192500,12,18.42,6.92,Business,2023-12-13,Closed,0,11.5
L000431,B008011,965800,24,14.26,4.31,Medical,2021-02-19,Closed,0,9.95
L000432,B004743,1000600,36,14.62,7.23,Medical,2023-10-20,Active,0,7.39
L000433,B015059,355300,60,16.45,6.84,Debt Consolidation,2025-07-21,Closed,0,9.61
L000434,B016154,223500,24,19.54,6.75,Home Improvement,2023-02-19,Closed,0,12.79
L000435,B007943,176300,36,13.45,6.25,Auto,2022-10-08,Active,0,7.2
L000436,B013080,1151900,24,11.15,7.12,Education,2025-03-31,Active,0,4.03
L000437,B000044,231100,48,9.98,6.28,Auto,2022-09-19,Closed,0,3.7
L000438,B005741,349200,48,15.31,7.35,Education,2025-03-03,Active,0,7.96
L000439,B010133,122200,24,17.99,5.92,Business,2022-07-04,Default,1,12.07
L000440,B008358,83800,36,27.45,7.11,Auto,2023-11-04,Closed,0,20.34
L000441,B013458,612100,36,16.35,6.96,Auto,2025-01-06,Active,0,9.39
L000442,B003849,116500,48,9.94,4.27,Medical,2021-04-18,Closed,0,5.67
L000443,B006204,135400,48,19.28,7.14,Education,2023-12-06,Closed,0,12.14
L000444,B001223,515000,24,15.52,4.45,Auto,2021-06-17,Closed,0,11.07
L000445,B007528,264100,36,23.62,7.21,Business,2025-08-10,Active,0,16.41
L000446,B007554,96100,48,12.3,6.92,Education,2025-11-27,Active,0,5.38
L000447,B016512,121300,36,10.82,7.31,Home Improvement,2025-09-01,Active,0,3.51
L000448,B004810,190800,36,13.77,7.1,Personal,2023-10-10,Active,0,6.67
L000449,B017349,56200,48,7.75,6.99,Auto,2025-05-19,Closed,0,0.76
L000450,B005726,772400,36,7.81,6.82,Medical,2024-01-09,Active,0,0.99
L000451,B014003,469400,36,15.9,5.93,Home Improvement,2022-10-08,Active,0,9.97
L000452,B011576,148000,48,15.03,7.09,Education,2023-10-04,Default,1,7.94
L000453,B009727,185900,36,16.38,7.22,Home Improvement,2024-11-23,Default,1,9.16
L000454,B005963,233300,24,14.37,3.91,Auto,2021-02-10,Active,0,10.46
L000455,B004255,919200,24,13.05,7.14,Debt Consolidation,2025-08-27,Closed,0,5.91
L000456,B003558,549200,36,12.85,5.48,Medical,2022-03-04,Active,0,7.37
L000457,B003462,543000,12,7.82,6.44,Education,2022-11-10,Active,0,1.38
L000458,B014061,113800,24,12.63,4.79,Personal,2021-07-20,Default,1,7.84
L000459,B004927,57900,24,9.0,5.01,Debt Consolidation,2021-09-30,Closed,0,3.99
L000460,B015994,165300,24,12.39,5.0,Education,2021-10-16,Default,1,7.39
L000461,B002511,310600,36,25.95,7.05,Business,2023-06-27,Active,0,18.9
L000462,B008549,311900,12,12.0,4.76,Home Improvement,2021-08-29,Active,0,7.24
L000463,B001730,205900,60,16.25,6.91,Home Improvement,2025-10-18,Active,0,9.34
L000464,B013006,190300,24,15.24,6.98,Medical,2023-12-02,Active,0,8.26
L000465,B005877,310100,36,11.55,6.9,Business,2025-09-27,Active,0,4.65
L000466,B003792,129200,36,16.55,6.02,Education,2022-09-27,Active,0,10.53
L000467,B007311,58100,36,12.16,7.15,Home Improvement,2024-03-01,Closed,0,5.01
L000468,B004959,109300,24,13.72,6.87,Auto,2023-08-29,Active,0,6.85
L000469,B017823,278100,36,15.48,6.87,Business,2023-05-27,Closed,0,8.61
L000470,B009251,189500,48,8.85,5.66,Home Improvement,2022-07-23,Active,0,3.19
L000471,B005078,146300,24,16.95,5.92,Business,2022-08-19,Default,1,11.03
L000472,B006545,186000,48,18.04,7.2,Home Improvement,2024-03-24,Closed,0,10.84
L000473,B007723,78700,48,17.96,5.34,Personal,2022-02-09,Active,0,12.62
L000474,B000778,75000,60,21.79,6.84,Home Improvement,2025-09-16,Default,1,14.95
L000475,B017527,674900,36,22.79,6.98,Debt Consolidation,2024-11-14,Closed,0,15.81
L000476,B014031,185400,48,17.81,4.38,Personal,2021-05-07,Closed,0,13.43
L000477,B011097,82100,48,17.04,6.53,Home Improvement,2023-03-02,Active,0,10.51
L000478,B012362,427700,48,14.78,6.42,Education,2022-12-19,Default,1,8.36
L000479,B008986,584200,36,17.07,4.93,Education,2021-10-27,Active,0,12.14
L000480,B008736,270900,36,24.82,4.88,Debt Consolidation,2021-09-19,Closed,0,19.94
L000481,B004482,470000,12,16.48,6.89,Medical,2024-06-07,Closed,0,9.59
L000482,B005292,80100,12,17.51,7.12,Education,2024-01-18,Active,0,10.39
L000483,B008043,517700,48,25.9,7.26,Personal,2025-09-15,Active,0,18.64
L000484,B000043,387700,48,23.26,6.94,Education,2024-05-14,Active,0,16.32
L000485,B001943,191900,24,7.13,6.08,Personal,2022-09-28,Closed,0,1.05
L000486,B014141,379900,24,15.1,6.84,Personal,2023-05-02,Active,0,8.26
L000487,B001111,159800,24,26.69,7.01,Home Improvement,2024-06-17,Active,0,19.68
L000488,B008989,26200,36,16.0,6.69,Business,2023-03-03,Closed,0,9.31
L000489,B003505,283800,36,20.92,5.53,Personal,2022-03-03,Active,0,15.39
L000490,B000434,659300,12,17.97,6.79,Personal,2024-11-06,Closed,0,11.18
L000491,B004108,388100,36,19.12,4.37,Auto,2021-04-06,Closed,0,14.75
L000492,B004609,125600,36,19.73,6.6,Personal,2023-02-20,Active,0,13.13
L000493,B005973,315400,36,7.57,7.23,Medical,2023-07-13,Active,0,0.34
L000494,B008297,106700,48,8.15,4.95,Business,2021-10-10,Closed,0,3.2
L000495,B008483,470600,48,6.0,6.88,Education,2024-07-09,Active,0,-0.88
L000496,B011737,558500,48,16.16,5.93,Home Improvement,2022-06-05,Active,0,10.23
L000497,B006189,199500,12,17.68,4.33,Debt Consolidation,2021-02-11,Closed,0,13.35
L000498,B017791,470800,24,19.05,7.17,Home Improvement,2024-03-24,Closed,0,11.88
L000499,B002153,316400,36,19.78,7.21,Auto,2025-10-23,Active,0,12.57
L000500,B013766,281100,24,11.75,5.26,Medical,2022-02-26,Closed,0,6.49
L000501,B015467,358600,48,12.72,6.87,Home Improvement,2024-08-22,Default,1,5.85
L000502,B000298,572500,36,9.82,7.08,Personal,2025-06-25,Active,0,2.74
L000503,B010346,457500,48,10.4,6.99,Debt Consolidation,2023-09-18,Active,0,3.41
L000504,B017237,303300,36,9.6,4.63,Home Improvement,2021-09-02,Default,1,4.97
L000505,B006360,373700,12,7.28,6.99,Debt Consolidation,2025-10-21,Active,0,0.29
L000506,B014717,151500,24,14.44,6.99,Education,2023-05-15,Active,0,7.45
L000507,B006329,169900,48,15.65,6.08,Personal,2023-01-08,Closed,0,9.57
L000508,B005691,196400,48,13.31,7.1,Debt Consolidation,2025-01-12,Closed,0,6.21
L000509,B002895,1900700,12,14.11,6.24,Auto,2023-01-28,Default,1,7.87
L000510,B008525,85400,24,11.03,5.59,Debt Consolidation,2022-05-03,Active,0,5.44
L000511,B017229,1082600,36,13.14,4.92,Auto,2021-10-15,Closed,0,8.22
L000512,B011268,286600,36,27.2,6.92,Debt Consolidation,2025-01-21,Default,1,20.28
L000513,B014681,661900,24,13.84,7.01,Auto,2024-02-29,Default,1,6.83
L000514,B009060,503000,60,6.72,7.24,Personal,2024-03-06,Active,0,-0.52
L000515,B004536,81100,24,14.47,6.95,Personal,2023-11-11,Default,1,7.52
L000516,B010921,401500,24,12.06,7.03,Debt Consolidation,2025-11-03,Closed,0,5.03
L000517,B002631,52900,36,8.79,6.05,Education,2022-09-15,Active,0,2.74
L000518,B012883,124300,36,12.54,7.01,Auto,2024-03-18,Closed,0,5.53
L000519,B017152,94500,36,12.45,5.73,Medical,2022-06-27,Active,0,6.72
L000520,B004075,98400,12,11.59,5.04,Medical,2022-01-04,Active,0,6.55
L000521,B008715,100700,60,16.11,6.94,Business,2024-10-19,Default,1,9.17
L000522,B004809,70800,60,18.74,7.28,Medical,2024-11-25,Default,1,11.46
L000523,B008912,383000,24,8.26,5.49,Medical,2022-02-13,Active,0,2.77
L000524,B016327,133500,36,18.34,6.93,Debt Consolidation,2025-08-18,Default,1,11.41
L000525,B013137,100800,24,12.71,5.57,Home Improvement,2022-02-08,Active,0,7.14
L000526,B012444,97100,36,12.17,5.36,Debt Consolidation,2022-05-07,Default,1,6.81
L000527,B013036,204000,24,13.8,5.46,Personal,2022-03-17,Closed,0,8.34
L000528,B010762,173400,48,26.45,6.75,Auto,2024-10-08,Active,0,19.7
L000529,B010641,454900,24,12.59,7.23,Personal,2024-06-18,Active,0,5.36
L000530,B012253,352300,48,9.0,5.72,Auto,2022-07-21,Active,0,3.28
L000531,B011723,306300,12,15.9,6.57,Debt Consolidation,2023-01-10,Active,0,9.33
L000532,B016627,229800,48,12.89,7.14,Education,2025-10-03,Active,0,5.75
L000533,B006534,65000,60,10.93,7.16,Home Improvement,2025-01-12,Closed,0,3.77
L000534,B001635,1116900,48,14.82,6.98,Auto,2025-05-13,Closed,0,7.84
L000535,B007209,36500,36,6.0,6.65,Education,2025-01-25,Active,0,-0.65
L000536,B000038,102100,12,22.31,6.46,Medical,2023-01-13,Active,0,15.85
L000537,B009044,479700,24,20.03,6.95,Auto,2025-06-02,Closed,0,13.08
L000538,B010879,157700,36,15.43,4.91,Home Improvement,2021-10-15,Closed,0,10.52
L000539,B008644,160900,24,10.18,4.45,Auto,2021-06-18,Closed,0,5.73
L000540,B009975,346900,12,18.01,5.89,Education,2022-09-15,Default,1,12.12
L000541,B016297,43200,36,10.45,6.81,Personal,2023-07-19,Active,0,3.64
L000542,B013955,1165700,12,9.38,6.42,Business,2022-12-27,Active,0,2.96
L000543,B013772,154600,36,10.94,6.95,Home Improvement,2023-07-12,Closed,0,3.99
L000544,B001132,258200,60,15.84,5.2,Debt Consolidation,2022-02-11,Active,0,10.64
L000545,B001380,261900,24,7.06,4.62,Business,2021-08-20,Active,0,2.44
L000546,B010917,92400,24,13.3,6.06,Home Improvement,2022-10-22,Closed,0,7.24
L000547,B005785,155300,12,14.56,5.04,Education,2022-02-02,Closed,0,9.52
L000548,B002757,209800,36,14.4,4.84,Education,2021-09-22,Active,0,9.56
L000549,B001400,118800,60,8.99,6.57,Personal,2023-03-11,Active,0,2.42
L000550,B012904,2000000,36,8.43,6.79,Business,2025-08-15,Active,0,1.64
L000551,B004397,230100,24,15.6,7.03,Personal,2024-06-03,Closed,0,8.57
L000552,B005043,304200,48,22.74,4.39,Education,2021-05-21,Default,1,18.35
L000553,B007214,241900,36,20.62,7.07,Business,2025-01-14,Closed,0,13.55
L000554,B008283,108200,36,18.95,7.19,Home Improvement,2023-11-20,Active,0,11.76
L000555,B006418,124000,60,18.44,5.5,Auto,2022-04-24,Closed,0,12.94
L000556,B009301,567600,36,13.72,7.2,Home Improvement,2024-11-06,Closed,0,6.52
L000557,B006697,145600,36,11.33,6.14,Personal,2022-10-23,Closed,0,5.19
L000558,B009601,302600,48,8.33,7.11,Debt Consolidation,2024-09-04,Active,0,1.22
L000559,B004471,543000,36,13.89,7.09,Debt Consolidation,2024-11-23,Closed,0,6.8
L000560,B005846,378500,60,27.28,6.83,Education,2024-11-28,Active,0,20.45
L000561,B016896,502700,36,8.26,7.02,Medical,2025-06-27,Active,0,1.24
L000562,B015076,172900,36,21.42,6.13,Auto,2022-09-29,Active,0,15.29
L000563,B011321,175500,48,16.86,7.12,Debt Consolidation,2025-01-19,Default,1,9.74
L000564,B016015,399600,36,20.17,7.0,Business,2023-08-15,Closed,0,13.17
L000565,B001318,131600,12,18.01,7.0,Home Improvement,2025-08-02,Closed,0,11.01
L000566,B000413,49400,24,11.97,4.03,Auto,2021-02-27,Closed,0,7.94
L000567,B003511,742600,24,26.19,7.04,Education,2024-05-26,Default,1,19.15
L000568,B004187,89700,48,24.3,4.83,Auto,2021-11-03,Active,0,19.47
L000569,B014276,110600,12,9.78,6.99,Home Improvement,2023-12-11,Closed,0,2.79
L000570,B011679,244100,48,20.35,7.03,Education,2024-02-08,Default,1,13.32
L000571,B000100,414200,60,21.21,7.23,Auto,2024-02-16,Active,0,13.98
L000572,B015547,425200,36,10.2,5.94,Auto,2022-11-08,Active,0,4.26
L000573,B004876,119000,36,15.71,7.15,Auto,2025-07-08,Active,0,8.56
L000574,B012301,99900,36,12.94,4.61,Auto,2021-05-09,Active,0,8.33
L000575,B010858,247400,24,16.72,6.35,Business,2022-12-20,Closed,0,10.37
L000576,B005010,255600,36,22.38,7.09,Education,2025-09-23,Closed,0,15.29
L000577,B006053,616700,36,23.97,4.59,Debt Consolidation,2021-07-19,Closed,0,19.38
L000578,B015268,97800,36,22.1,3.97,Medical,2021-02-21,Default,1,18.13
L000579,B016703,41900,24,16.71,7.06,Medical,2023-05-23,Active,0,9.65
L000580,B005075,1003300,24,18.55,5.46,Debt Consolidation,2022-03-17,Active,0,13.09
L000581,B004807,95700,48,12.64,7.08,Business,2025-12-30,Active,0,5.56
L000582,B001036,328400,24,9.15,6.69,Medical,2023-07-14,Closed,0,2.46
L000583,B014585,349300,36,17.33,7.02,Education,2024-09-24,Active,0,10.31
L000584,B000231,127900,48,21.11,4.39,Business,2021-06-26,Active,0,16.72
L000585,B005888,149200,48,15.3,7.26,Debt Consolidation,2024-02-28,Closed,0,8.04
L000586,B002975,351000,48,16.96,6.08,Education,2022-09-07,Active,0,10.88
L000587,B001054,65500,24,24.7,7.1,Debt Consolidation,2023-09-07,Default,1,17.6
L000588,B011072,92100,12,18.0,6.63,Education,2023-05-17,Active,0,11.37
L000589,B001433,89200,36,9.4,5.15,Home Improvement,2021-11-07,Closed,0,4.25
L000590,B012469,158000,48,15.4,4.47,Education,2021-05-19,Active,0,10.93
L000591,B010908,116900,36,17.76,5.44,Auto,2022-01-29,Active,0,12.32
L000592,B002241,220800,12,17.76,6.47,Debt Consolidation,2022-12-20,Active,0,11.29
L000593,B004582,566600,24,16.69,5.69,Home Improvement,2022-03-18,Default,1,11.0
L000594,B017036,424800,36,15.71,6.97,Medical,2024-09-29,Closed,0,8.74
L000595,B007503,91500,36,16.42,7.14,Medical,2023-08-31,Default,1,9.28
L000596,B000850,730600,24,10.26,7.0,Debt Consolidation,2024-12-07,Active,0,3.26
L000597,B012331,142900,48,17.99,6.83,Debt Consolidation,2023-07-25,Default,1,11.16
L000598,B010166,692200,48,15.53,7.06,Debt Consolidation,2024-03-20,Active,0,8.47
L000599,B003977,107000,36,16.33,5.62,Education,2022-06-28,Active,0,10.71
L000600,B002461,340700,60,18.28,4.65,Business,2021-07-05,Closed,0,13.63
L000601,B012350,318500,60,16.02,6.89,Business,2023-10-13,Active,0,9.13
L000602,B010102,563300,36,24.43,4.66,Personal,2021-08-03,Active,0,19.77
L000603,B001098,459900,36,15.21,6.81,Medical,2023-06-25,Default,1,8.4
L000604,B013706,374000,48,22.47,6.85,Business,2023-02-28,Active,0,15.62
L000605,B014106,156400,12,15.42,6.89,Auto,2025-08-14,Closed,0,8.53
L000606,B003152,247900,24,19.21,6.98,Education,2024-07-26,Active,0,12.23
L000607,B008787,157800,48,17.75,6.96,Auto,2024-10-13,Closed,0,10.79
L000608,B001251,151600,36,8.33,7.0,Debt Consolidation,2025-08-26,Active,0,1.33
L000609,B013334,155700,60,7.84,4.66,Business,2021-09-03,Closed,0,3.18
L000610,B009557,199200,60,8.8,5.0,Personal,2021-11-05,Closed,0,3.8
L000611,B010727,343300,48,9.83,7.03,Medical,2025-12-09,Closed,0,2.8
L000612,B011674,491900,48,20.49,7.03,Business,2025-03-06,Default,1,13.46
L000613,B009206,720100,12,18.77,7.21,Personal,2023-08-28,Active,0,11.56
L000614,B006271,318000,36,21.27,4.7,Home Improvement,2021-07-05,Closed,0,16.57
