borrower_id,income_band,annual_income,employment_type,years_employed,credit_grade,credit_score,region,age
B000491,Middle,844101,Salaried,14,D,556,South,31
B000492,Middle,885755,Freelancer,18,B,808,West,31
B000493,Middle,690825,Salaried,13,C,686,West,55
B000494,Lower-Middle,303919,Freelancer,15,D,603,South,45
B000495,Upper-Middle,1485309,Salaried,27,C,699,North,41
B000496,Middle,992463,Self-Employed,10,A,845,North,27
B000497,Lower-Middle,398194,Salaried,26,E,511,Central,38
B000498,Middle,853728,Self-Employed,2,F,434,East,59
B000499,Lower-Middle,314385,Freelancer,0,C,706,North,42
B000500,Middle,827521,Self-Employed,25,D,603,West,63
B000501,Upper-Middle,1448007,Salaried,15,D,574,East,22
B000502,Upper-Middle,1453819,Business Owner,6,D,614,North,32
B000503,High,2868622,Self-Employed,0,B,728,North,27
B000504,Middle,780216,Salaried,19,C,654,West,49
B000505,Middle,945969,Self-Employed,12,C,612,South,25
B000506,Upper-Middle,1010611,Self-Employed,8,G,304,North,39
B000507,Lower-Middle,412411,Business Owner,29,A,840,West,22
B000508,Upper-Middle,1333350,Salaried,6,C,658,North,44
B000509,Middle,931533,Salaried,26,D,575,Central,29
B000510,Low,208448,Freelancer,13,E,463,East,54
B000511,Low,163392,Self-Employed,5,C,686,East,41
B000512,Upper-Middle,1098029,Salaried,21,C,664,West,47
B000513,Low,168050,Unemployed,25,D,572,South,29
B000514,Lower-Middle,481160,Salaried,6,C,636,West,50
B000515,Lower-Middle,459042,Salaried,17,D,554,North,22
B000516,Low,187398,Business Owner,2,D,557,South,27
B000517,Lower-Middle,356681,Self-Employed,19,D,592,East,56
B000518,Upper-Middle,1727639,Freelancer,14,D,649,South,31
B000519,Low,237892,Self-Employed,25,A,856,Central,53
B000520,Upper-Middle,1674671,Salaried,16,D,600,North,59
B000521,Upper-Middle,1211642,Salaried,7,G,331,North,26
B000522,Lower-Middle,442405,Salaried,19,D,539,North,63
B000523,Low,188549,Freelancer,11,E,519,Central,56
B000524,Middle,663829,Salaried,13,D,586,East,45
B000525,Low,208379,Self-Employed,18,E,517,Central,35
B000526,Lower-Middle,300933,Salaried,11,C,644,East,30
B000527,High,3757902,Salaried,6,G,317,Central,31
B000528,High,2789678,Salaried,4,B,777,Central,43
B000529,Upper-Middle,1098862,Self-Employed,28,B,758,North,27
B000530,Lower-Middle,440097,Salaried,9,A,821,Central,41
B000531,Middle,948209,Freelancer,24,D,536,East,43
B000532,Middle,982935,Freelancer,7,D,598,East,50
B000533,Lower-Middle,300523,Salaried,21,D,594,South,21
B000534,Middle,989885,Freelancer,3,B,743,Central,35
B000535,Low,198541,Salaried,7,D,600,North,26
B000536,Lower-Middle,512100,Salaried,28,B,746,North,59
B000537,Middle,901107,Salaried,27,E,465,South,57
B000538,Low,285970,Business Owner,5,C,681,Central,64
B000539,Low,211463,Self-Employed,14,C,626,Central,60
B000540,Upper-Middle,1613030,Salaried,17,C,675,South,61
B000541,High,3307531,Self-Employed,25,C,628,East,35
B000542,Middle,730160,Self-Employed,12,E,461,East,64
B000543,Upper-Middle,1660915,Business Owner,26,G,300,East,21
B000544,High,3761945,Self-Employed,16,D,597,North,27
B000545,Low,235030,Business Owner,8,C,619,East,34
B000546,Lower-Middle,545734,Self-Employed,17,C,688,East,32
B000547,Lower-Middle,487448,Salaried,2,D,609,North,55
B000548,Low,268369,Business Owner,15,C,676,West,54
B000549,Upper-Middle,1494523,Salaried,2,E,485,South,28
B000550,Lower-Middle,507897,Self-Employed,9,D,579,South,41
B000551,Middle,615031,Self-Employed,21,C,634,West,25
B000552,Low,164455,Salaried,10,G,309,Central,63
B000553,Lower-Middle,424039,Salaried,29,A,858,South,52
B000554,Upper-Middle,1631506,Self-Employed,5,D,672,Central,27
B000555,Low,159552,Business Owner,26,C,702,North,54
B000556,Lower-Middle,304099,Business Owner,12,B,756,East,34
B000557,Lower-Middle,365423,Self-Employed,19,A,825,West,31
B000558,Middle,944132,Salaried,10,D,588,South,49
B000559,Middle,954864,Salaried,14,B,758,South,30
B000560,Middle,717751,Business Owner,29,E,499,West,39
B000561,Low,252272,Salaried,5,C,644,South,59
B000562,Lower-Middle,511022,Business Owner,2,C,628,South,36
B000563,Upper-Middle,1000744,Salaried,16,D,590,West,27
B000564,Middle,749650,Salaried,17,B,748,North,45
B000565,Middle,660036,Self-Employed,26,A,849,East,27
B000566,Middle,738464,Self-Employed,29,C,643,South,56
B000567,Upper-Middle,1212174,Self-Employed,17,D,607,South,53
B000568,Low,161443,Salaried,27,C,638,East,40
B000569,Lower-Middle,595810,Business Owner,2,C,691,West,44
B000570,Middle,800459,Salaried,20,D,578,South,22
B000571,Lower-Middle,343506,Business Owner,15,E,484,West,49
B000572,Upper-Middle,1187520,Self-Employed,11,C,674,South,55
B000573,Middle,614718,Salaried,25,E,484,Central,60
B000574,Upper-Middle,1240055,Self-Employed,21,A,842,South,52
B000575,Upper-Middle,1051536,Self-Employed,2,D,579,East,33
B000576,Middle,699028,Salaried,28,C,657,West,43
B000577,Upper-Middle,1348279,Self-Employed,14,C,678,North,35
B000578,Middle,868669,Salaried,16,A,882,Central,47
B000579,Upper-Middle,1666018,Freelancer,5,B,823,South,59
B000580,Lower-Middle,316528,Salaried,10,C,695,Central,37
B000581,Middle,698650,Salaried,21,C,687,South,56
B000582,Middle,654256,Business Owner,0,C,618,North,25
B000583,Low,202215,Salaried,11,C,666,North,52
B000584,Lower-Middle,352897,Unemployed,15,B,743,Central,56
B000585,High,2317437,Salaried,27,D,542,North,55
B000586,Middle,966999,Salaried,2,C,696,West,38
B000587,Low,246213,Salaried,26,A,809,West,53
B000588,Lower-Middle,559950,Salaried,9,B,739,South,64
B000589,Lower-Middle,463052,Salaried,7,D,536,West,23
B000590,Low,272968,Salaried,18,D,576,South,63
B000591,High,2569313,Salaried,13,E,518,West,36
B000592,Lower-Middle,373337,Salaried,8,B,729,South,35
B000593,Lower-Middle,464640,Salaried,6,D,567,West,25
B000594,Middle,976857,Salaried,6,C,690,East,29
B000595,Low,275258,Salaried,6,E,521,East,43
B000596,Lower-Middle,372943,Salaried,17,E,490,Central,54
B000597,Middle,981889,Salaried,13,B,729,North,52
B000598,Middle,809996,Salaried,2,G,302,East,54
B000599,High,2726074,Salaried,7,C,659,North,53
B000600,Middle,715268,Salaried,27,G,300,North,22
B000601,Middle,850849,Freelancer,24,C,637,North,40
B000602,Upper-Middle,1463083,Salaried,29,C,688,West,44
B000603,Upper-Middle,1660012,Salaried,20,D,571,West,23
B000604,Middle,965908,Self-Employed,29,A,804,West,33
B000605,High,3442219,Salaried,20,E,504,Central,33
B000606,Upper-Middle,1147999,Salaried,0,B,802,East,23
B000607,Upper-Middle,1105968,Business Owner,16,B,767,North,40
B000608,Low,230410,Self-Employed,0,C,644,East,39
B000609,Upper-Middle,1122875,Unemployed,4,G,363,East,44
B000610,Lower-Middle,485132,Freelancer,3,G,309,West,26
B000611,Middle,664662,Self-Employed,1,D,599,East,63
B000612,Middle,692898,Self-Employed,27,D,570,North,33
B000613,High,1984177,Salaried,4,B,744,Central,48
B000614,High,3641613,Freelancer,26,C,688,East,45
B000615,Lower-Middle,476865,Self-Employed,9,G,300,North,21
B000616,Upper-Middle,1277182,Salaried,0,E,479,Central,31
B000617,Upper-Middle,1317345,Salaried,10,D,577,East,51
B000618,Lower-Middle,340401,Self-Employed,2,C,702,West,36
B000619,Low,277192,Self-Employed,9,E,455,West,35
B000620,Low,195763,Business Owner,9,G,337,South,52
B000621,Upper-Middle,1057005,Salaried,1,G,329,Central,56
B000622,Middle,743663,Business Owner,8,D,595,Central,56
B000623,High,2334698,Salaried,3,B,777,Central,40
B000624,Middle,763035,Self-Employed,0,G,300,South,41
B000625,High,3692625,Salaried,18,D,545,North,50
B000626,Lower-Middle,523471,Salaried,2,A,805,East,46
B000627,Upper-Middle,1194920,Salaried,20,A,840,South,37
B000628,Low,198208,Salaried,20,D,588,West,35
B000629,Middle,773234,Salaried,25,E,465,West,63
B000630,Upper-Middle,1129184,Business Owner,17,F,414,North,59
B000631,High,2427016,Salaried,12,F,396,West,34
B000632,Upper-Middle,1246752,Business Owner,10,D,580,North,24
B000633,Low,178331,Self-Employed,7,G,325,East,62
B000634,Lower-Middle,382022,Salaried,7,B,760,East,25
B000635,Low,213700,Freelancer,5,A,820,North,31
B000636,Low,277169,Business Owner,14,A,889,North,22
B000637,Middle,871993,Business Owner,19,E,503,East,55
B000638,Middle,626787,Business Owner,19,F,372,East,25
B000639,Upper-Middle,1406698,Self-Employed,21,E,484,East,34
B000640,Upper-Middle,1187869,Unemployed,9,F,404,West,48
B000641,Upper-Middle,1001016,Salaried,28,D,550,West,23
B000642,Upper-Middle,1452375,Salaried,3,E,509,West,64
B000643,Low,179867,Self-Employed,21,C,642,West,55
B000644,Lower-Middle,494093,Salaried,27,E,532,Central,47
B000645,Middle,704282,Self-Employed,25,E,513,South,45
B000646,Upper-Middle,1193670,Salaried,3,C,653,Central,32
B000647,Low,238623,Salaried,20,A,823,East,46
B000648,Middle,836263,Freelancer,25,C,673,Central,56
B000649,Middle,939502,Salaried,10,F,365,West,43
B000650,Low,179748,Salaried,16,D,575,South,36
B000651,Lower-Middle,596083,Self-Employed,14,C,669,North,33
B000652,Upper-Middle,1295412,Business Owner,14,F,409,North,47
B000653,Middle,987992,Business Owner,19,C,694,West,60
B000654,Lower-Middle,346616,Salaried,7,C,691,West,40
B000655,Upper-Middle,1762171,Freelancer,9,E,514,North,50
B000656,Lower-Middle,589228,Self-Employed,20,C,679,Central,43
B000657,Upper-Middle,1232330,Business Owner,3,C,674,South,42
B000658,Lower-Middle,360948,Salaried,14,E,473,West,25
B000659,Middle,841197,Salaried,22,C,620,West,35
B000660,Lower-Middle,341192,Self-Employed,3,C,673,West,61
B000661,Lower-Middle,388537,Self-Employed,7,A,819,Central,59
B000662,Upper-Middle,1786343,Salaried,24,F,403,Central,34
B000663,Lower-Middle,529485,Self-Employed,15,D,523,North,46
B000664,Low,269400,Self-Employed,20,E,459,East,47
B000665,Lower-Middle,562035,Salaried,25,D,561,East,59
B000666,Middle,875751,Salaried,23,B,839,East,21
B000667,Upper-Middle,1573309,Salaried,10,C,651,East,34
B000668,High,3411578,Freelancer,6,C,659,North,41
B000669,Lower-Middle,417434,Self-Employed,19,E,491,Central,43
B000670,Lower-Middle,330045,Self-Employed,9,D,600,West,54
B000671,Low,241501,Freelancer,8,D,562,Central,36
B000672,Middle,919960,Self-Employed,9,E,441,South,47
B000673,High,2315776,Salaried,14,C,631,West,58
B000674,Middle,672945,Self-Employed,4,F,391,South,35
B000675,Middle,982801,Freelancer,6,C,708,East,43
B000676,Lower-Middle,341533,Salaried,26,D,555,South,49
B000677,High,3007299,Self-Employed,26,B,779,Central,56
B000678,Middle,896455,Salaried,10,B,747,East,56
B000679,Low,164253,Business Owner,1,E,485,East,38
B000680,Lower-Middle,468175,Self-Employed,9,C,641,East,27
B000681,Low,252027,Freelancer,12,F,409,South,26
B000682,Lower-Middle,313108,Self-Employed,14,D,594,Central,23
B000683,Low,212974,Salaried,11,D,538,South,42
B000684,Middle,789717,Salaried,28,C,649,Central,41
B000685,Middle,822359,Freelancer,23,F,397,Central,31
B000686,Lower-Middle,311909,Salaried,10,F,413,South,40
B000687,Lower-Middle,568052,Salaried,29,B,819,East,51
B000688,High,3693187,Self-Employed,27,D,563,South,23
B000689,Upper-Middle,1682613,Salaried,10,F,333,North,32
B000690,Middle,807859,Salaried,27,B,745,South,50
B000691,Lower-Middle,536428,Salaried,27,C,679,Central,31
B000692,Upper-Middle,1640989,Salaried,9,G,322,South,46
B000693,Lower-Middle,588945,Self-Employed,9,D,575,Central,55
B000694,Lower-Middle,544868,Salaried,17,G,300,West,34
B000695,Upper-Middle,1095522,Salaried,24,C,679,East,25
B000696,Middle,657072,Business Owner,19,D,582,West,33
B000697,Upper-Middle,1406851,Salaried,18,C,676,Central,49
B000698,Middle,883777,Self-Employed,8,C,652,North,33
B000699,Middle,934129,Salaried,21,F,421,Central,61
B000700,Lower-Middle,303553,Salaried,29,D,585,East,25
B000701,Lower-Middle,430082,Self-Employed,24,F,397,Central,41
B000702,Lower-Middle,427048,Self-Employed,17,C,696,Central,61
B000703,Low,254173,Freelancer,2,G,301,Central,53
B000704,Upper-Middle,1443412,Salaried,21,E,512,North,23
B000705,Lower-Middle,540824,Salaried,16,B,746,East,33
B000706,Middle,880026,Salaried,20,C,641,Central,22
B000707,Upper-Middle,1384460,Self-Employed,20,B,759,South,63
B000708,Upper-Middle,1190222,Salaried,6,B,709,South,55
B000709,Lower-Middle,493284,Freelancer,16,F,409,West,31
B000710,Middle,690750,Business Owner,17,G,336,South,41
B000711,High,3224608,Salaried,15,A,900,East,40
B000712,Middle,660494,Salaried,25,B,786,South,56
B000713,Upper-Middle,1169615,Salaried,18,C,715,East,25
B000714,Upper-Middle,1343720,Self-Employed,22,E,497,North,43
B000715,Upper-Middle,1415025,Self-Employed,20,D,615,Central,53
B000716,Lower-Middle,586108,Freelancer,13,D,585,North,60
B000717,Middle,843025,Salaried,19,D,615,North,36
B000718,Low,213710,Salaried,16,G,300,South,36
B000719,Middle,931220,Salaried,17,C,642,South,49
B000720,High,2106402,Salaried,19,B,751,North,46
B000721,Middle,605909,Freelancer,17,D,602,Central,61
B000722,Lower-Middle,376681,Business Owner,11,G,328,East,30
B000723,Low,229921,Business Owner,20,E,466,East,38
B000724,High,3200078,Business Owner,9,F,365,North,40
B000725,Low,270230,Salaried,16,F,397,West,43
B000726,Low,240494,Self-Employed,13,B,748,North,26
B000727,Lower-Middle,334841,Self-Employed,16,D,570,South,27
B000728,Low,268723,Salaried,29,F,393,East,42
B000729,Middle,604986,Salaried,18,B,754,Central,24
B000730,Middle,882148,Self-Employed,20,D,604,East,41
B000731,Lower-Middle,456409,Freelancer,11,C,692,East,28
B000732,Low,224273,Salaried,3,E,479,West,22
B000733,Low,261782,Freelancer,28,B,750,West,39
B000734,Lower-Middle,313238,Freelancer,3,C,690,East,24
B000735,Low,211597,Freelancer,19,D,587,South,49
B000736,Middle,976602,Salaried,4,D,603,Central,45
B000737,Lower-Middle,304131,Salaried,21,B,773,South,27
B000738,Lower-Middle,563212,Self-Employed,26,B,759,North,52
B000739,Lower-Middle,494566,Salaried,0,F,405,South,33
B000740,Lower-Middle,572425,Salaried,4,G,300,West,50
B000741,Low,156889,Business Owner,14,D,564,North,62
B000742,Low,271097,Salaried,13,A,887,East,52
B000743,Upper-Middle,1425100,Salaried,3,E,516,North,34
B000744,Low,187271,Freelancer,19,D,574,Central,42
B000745,Middle,788410,Salaried,7,C,642,South,34
B000746,Middle,969244,Freelancer,24,B,776,South,35
B000747,Lower-Middle,431820,Salaried,8,B,712,West,59
B000748,Lower-Middle,341059,Salaried,9,A,862,Central,51
B000749,Upper-Middle,1052406,Salaried,20,D,581,North,44
B000750,Upper-Middle,1011465,Salaried,6,C,663,Central,32
B000751,Lower-Middle,363369,Salaried,8,D,606,South,43
B000752,Lower-Middle,464806,Business Owner,3,D,603,North,48
B000753,Lower-Middle,405091,Freelancer,6,D,599,North,52
B000754,Middle,950015,Salaried,2,D,619,East,25
B000755,Middle,914413,Salaried,3,D,566,South,59
B000756,Lower-Middle,439437,Self-Employed,4,B,747,South,44
B000757,Lower-Middle,369099,Salaried,17,A,852,North,36
B000758,High,2712431,Salaried,20,D,625,North,52
B000759,Low,245687,Salaried,15,C,629,West,45
B000760,Middle,609288,Salaried,2,C,657,South,34
B000761,Middle,955691,Self-Employed,29,C,655,Central,61
B000762,Low,248211,Salaried,19,B,772,East,61
B000763,Low,294383,Business Owner,25,B,731,North,61
B000764,Low,249632,Salaried,25,D,582,East,24
B000765,High,2597963,Salaried,10,D,623,North,61
B000766,Low,215708,Self-Employed,15,D,549,South,32
B000767,Lower-Middle,302088,Salaried,2,B,738,Central,36
B000768,Low,158584,Freelancer,28,E,493,South,50
B000769,Low,165448,Self-Employed,29,C,693,South,41
B000770,Middle,757400,Freelancer,13,D,585,North,57
B000771,Lower-Middle,386074,Salaried,21,C,694,North,50
B000772,Middle,760287,Salaried,14,C,694,South,25
B000773,Middle,762440,Salaried,6,E,462,Central,27
B000774,Upper-Middle,1280739,Self-Employed,4,B,756,East,25
B000775,Low,227068,Self-Employed,27,A,800,West,35
B000776,Upper-Middle,1748474,Salaried,19,B,773,North,41
B000777,Middle,809126,Salaried,6,G,363,West,59
B000778,Low,273031,Salaried,22,F,385,Central,36
B000779,Upper-Middle,1623594,Salaried,28,E,482,West,25
B000780,Upper-Middle,1333960,Salaried,6,C,652,West,45
B000781,Lower-Middle,371895,Self-Employed,7,A,887,West,39
B000782,High,1869679,Freelancer,18,E,506,Central,58
B000783,Middle,622273,Salaried,5,B,753,South,22
B000784,Middle,687626,Salaried,12,C,636,South,33
B000785,High,3729751,Salaried,19,E,483,North,51
B000786,Lower-Middle,331626,Salaried,29,B,733,North,21
B000787,Upper-Middle,1660328,Self-Employed,27,E,487,East,45
B000788,Lower-Middle,437167,Salaried,2,E,494,North,50
B000789,Upper-Middle,1516445,Unemployed,17,E,468,West,22
B000790,Middle,657528,Freelancer,11,D,570,South,45
B000791,Lower-Middle,538206,Salaried,7,C,695,South,61
B000792,Lower-Middle,326918,Freelancer,12,D,564,Central,43
B000793,Lower-Middle,456903,Self-Employed,29,E,530,North,28
B000794,Low,165460,Unemployed,14,E,503,East,55
B000795,Low,278262,Salaried,17,F,409,East,23
B000796,Lower-Middle,476523,Unemployed,9,G,322,Central,58
B000797,Low,231848,Salaried,27,D,524,East,62
B000798,Low,190902,Salaried,8,F,423,Central,27
B000799,Middle,804413,Freelancer,6,C,699,West,33
B000800,Middle,608261,Salaried,10,G,324,South,57
B000801,Upper-Middle,1384680,Salaried,8,F,365,East,53
B000802,Lower-Middle,364306,Salaried,4,A,861,East,44
B000803,Upper-Middle,1713673,Salaried,20,D,554,West,50
B000804,Middle,708930,Salaried,3,D,598,South,59
B000805,Low,226692,Salaried,5,E,505,South,52
B000806,Low,150471,Self-Employed,26,B,751,West,45
B000807,Middle,897149,Business Owner,3,D,586,Central,38
B000808,Low,174104,Salaried,15,D,588,East,60
B000809,Middle,999511,Business Owner,27,C,702,South,46
B000810,High,2444207,Self-Employed,23,G,322,North,57
B000811,Low,249816,Business Owner,26,D,556,Central,58
B000812,Low,293992,Business Owner,10,C,626,Central,35
B000813,High,3463882,Freelancer,29,E,525,South,53
B000814,Middle,739890,Salaried,27,B,727,West,49
B000815,Low,288117,Self-Employed,11,C,641,West,31
B000816,Upper-Middle,1170141,Freelancer,24,C,659,Central,45
B000817,Upper-Middle,1507579,Self-Employed,2,F,389,East,62
B000818,Middle,898015,Salaried,28,F,361,South,44
B000819,Middle,742760,Self-Employed,9,D,582,South,51
B000820,Lower-Middle,549381,Business Owner,23,C,639,West,25
B000821,Low,220880,Salaried,7,C,680,South,38
B000822,Middle,944608,Self-Employed,21,D,592,West,22
B000823,Lower-Middle,364370,Business Owner,23,D,608,Central,37
B000824,Middle,958257,Self-Employed,17,B,771,North,36
B000825,Upper-Middle,1426449,Salaried,0,B,776,East,29
B000826,Low,214305,Self-Employed,23,F,363,South,42
B000827,Middle,694144,Self-Employed,28,D,559,East,43
B000828,Lower-Middle,330925,Salaried,9,B,756,North,45
B000829,Upper-Middle,1232969,Self-Employed,29,G,331,South,38
B000830,Lower-Middle,419296,Salaried,2,C,669,North,43
B000831,Middle,839649,Freelancer,11,E,483,South,46
B000832,Middle,889330,Business Owner,10,B,775,West,27
B000833,Lower-Middle,312828,Business Owner,19,F,352,South,42
B000834,Middle,980576,Self-Employed,23,A,824,Central,56
B000835,Middle,699454,Salaried,24,G,314,West,52
B000836,Middle,871445,Business Owner,3,E,491,Central,52
B000837,Upper-Middle,1645355,Salaried,26,B,772,West,33
B000838,High,2718088,Salaried,26,B,767,South,58
B000839,Lower-Middle,431315,Salaried,10,E,500,East,42
B000840,Middle,619127,Self-Employed,16,A,835,West,59
B000841,Low,211221,Self-Employed,17,B,793,East,27
B000842,Upper-Middle,1749711,Salaried,23,D,554,North,57
B000843,Middle,747690,Salaried,10,A,844,North,34
B000844,Lower-Middle,569189,Salaried,15,D,581,South,50
B000845,Low,255134,Salaried,20,D,596,East,21
B000846,Upper-Middle,1707899,Salaried,25,A,827,Central,40
B000847,Lower-Middle,358761,Freelancer,9,C,668,North,55
B000848,Middle,867490,Freelancer,29,A,876,Central,48
B000849,Low,164916,Freelancer,25,G,310,East,34
B000850,High,2872266,Salaried,24,B,764,Central,31
B000851,Low,258639,Salaried,18,D,570,West,31
